PRINCIPIO ATIVO,CNPJ,LABORATORIO,REGISTRO,EAN,PRODUTO,APRESENTACAO,CLASSE TERAPEUTICA,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%
LINAGLIPTINA,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.,1036701700056,7896026305631,TRAYENTA DUO,2.5MG + 1000MG COM REV CT BL AL PLAS BCO X 20,A10N3 - ASSOCIACOES DE INIBIDORES DPP-IV COM BIGUANIDAS,58.38,67.19,71.68,64.73,72.17,65.11,72.66,65.51,74.7
LINCOMICINA,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMACIA LTDA,1038700370024,7898122912386,HYLINC,600 MG SOL INJ CX 50 AMP VD INC X 2 ML,J01X9 - TODOS OS OUTROS ANTIBIOTICOS,109.54,124.49,132,132,132.78,132.78,133.6,133.6,136.94
LINESTRENOL,03.560.974/0001-18,SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA,1017100830013,7897572000940,EXLUTON,"0,5 MG COM CT BL AL PLAS INC X 28",G03A5 - PREPARACOES ORAIS COM PROGESTERONA SOMENTE,12.04,13.69,14.5,14.5,14.6,14.6,14.68,14.68,15.05
LINEZOLIDA,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,1021601770178,7891268107906,ZYVOX,600 MG COM REV CT BL AL PLAS OPC X 10,J01X9 - TODOS OS OUTROS ANTIBIOTICOS,2252.81,2560,2714.23,2714.23,2730.67,2730.67,2747.33,2747.33,2816.01
LIRAGLUTIDA,82.277.955/0001-55,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,1176600280022,7897705201770,VICTOZA,6 MG/ML SOL INJ CT X 2 CARP VD INC X 3ML + 2 SIST APLIC PLAS,A10S0 - ANTIDIABETICOS AGONISTAS DE GLP-1,387.13,445.48,475.35,429.18,478.56,431.78,481.82,434.42,495.29
LISADO BACTERIANO DE ESCHERICHIA COLI,62.462.015/0001-29,APSEN FARMACEUTICA S/A,1011805990012,7896637023573,URO-VAXOM,6 MG PO LIOF CAP GEL DURA CT BL AL PLAS INC X 10  ,J07X0 - TODOS OS OUTROS PRODUTOS VACINAIS,33.63,38.7,41.29,37.28,41.58,37.52,41.86,37.74,43.03
"LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE,KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE)",60.874.187/0001-84,DAIICHI SANKYO BRASIL FARMACEUTICA LTDA,1045401680016,7896672202520,ESTIMORAL,"3,0 MG COM CT BL AL/AL X 14",J07X0 - TODOS OS OUTROS PRODUTOS VACINAIS,52.75,59.96,63.56,63.56,63.95,63.95,64.34,64.34,65.94
LISINATO DE CETOPROFENO,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS S.A,1057301280079,7896658008115,ARTROSIL,160 MG CAP LIB PRO CT BL AL PLAS NC X 10,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,19.2,21.81,23.14,23.14,23.28,23.28,23.42,23.42,24
LISINOPRIL,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356902170031,7895296292030,LISINOPRIL,10 MG COM CT BL AL PLAS INC X 30  ,C09A0 - INIBIDORES DA ECA PUROS,36.52,41.5,44,44,44.27,44.27,44.54,44.54,45.66
LIXISENATIDA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130011430013,1130011430013,LYXUMIA,",05 MG/ML SOL INJ CT 1 CAR VD TRANS X 3 ML + 1 CAN APLIC (10 MCG/DOSE)",A10S0 - ANTIDIABETICOS AGONISTAS DE GLP-1,115.93,133.39,142.34,128.51,143.3,129.29,144.28,130.09,148.32
LOMUSTINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,1018001040018,7896016800856,CITOSTAL,10 MG CAP GEL DURA CT FR VD AMB X 5,L01A0 - AGENTES ANTINEOPLASICOS ALQUILANTES,30.79,34.99,37.09,37.09,37.33,37.33,37.55,37.55,38.49
LORATADINA,02.932.074/0001-91,HYPERMARCAS S/A,1728704780038,7896714213040,LORATADINA,10 MG COM CT BL AL PLAS INC X 12,R06A0 - ANTI-HISTAMINICOS SISTEMICOS,26.88,30.94,33,29.81,33.22,29.99,33.45,30.16,34.39
LORAZEPAM,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,1677302750020,7894916140874,LORAZEPAM,1 MG COM CT BL AL PLAS OPC X 20,N05C0 - TRANQUILIZANTES,6.7,7.63,8.09,8.09,8.13,8.13,8.18,8.18,8.39
LORNOXICAM,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097402160078,7896112480709,XEFO,8 MG COM REV CT BL AL/AL X 20,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,17.78,20.2,21.41,21.41,21.54,21.54,21.68,21.68,22.22
LOSARTAN POTASSICO,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,1558401800023,7896714203607,LANZACOR,50 MG COM REV CT  BL AL PLAS INC X 28 ,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,34.16,38.82,41.16,41.16,41.4,41.4,41.65,41.65,42.69
LOSARTANA,10.588.595/0007-97,MEDLEY FARMACEUTICA LTDA,1018104610083,7896422507745,VALTRIAN,100 MG COM REV CT BL AL PLAS OPC X 30 ,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,66.4,75.45,79.99,79.99,80.49,80.49,80.97,80.97,82.99
LOSARTANA POTASSICA,33.078.528/0001-32,TORRENT DO BRASIL LTDA,1052500050153,8902220118430,TORLOS,25 MG COM REV CT BL AL/AL X 30,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,30.01,34.1,36.16,36.16,36.39,36.39,36.61,36.61,37.52
LOVASTATINA,46.385.514/0001-03,ROYTON QUIMICA FARMACEUTICA LTDA,1040800570027,7898078941980,LOVATON,20 MG COM CT BL AL PLAS INC X 10,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",8.39,9.54,10.11,10.11,10.17,10.17,10.23,10.23,10.49
LOXOPROFENO SODICO,60.874.187/0001-84,DAIICHI SANKYO BRASIL FARMACEUTICA LTDA,1045401590017,7897411610507,LOXONIN,60 MG COM CT  BL AL PLAS INC X 30 ,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,39.95,45.4,48.14,48.14,48.43,48.43,48.72,48.72,49.93
MACROGOL,61.230.314/0001-75,LIBBS FARMACEUTICA LTDA,1003301310017,7896094201637,MUVINLAX,"13,125 G + 0,1775 G + 0,0466 G + 0,3507 G PO PREP EXTEMP CT 20 SACH AL POLIET X 14 G",A06A7 - LAXANTES A BASE DE PREPARACOES SALINOS ORAIS,28.53,32.83,35.03,31.63,35.26,31.82,35.51,32.02,36.5
MAGALDRATO,60.397.775/0001-74,TAKEDA PHARMA LTDA.,1063901120476,7896641800412,RIOPAN PLUS,80 MG/ML SUS OR CT FR PLAS OPC X 240 ML (SABOR MENTA),A02A4 - ANTIACIDOS COM ANTIFLATULENTOS OU CARMINATIVOS,18.43,21.21,22.63,20.43,22.79,20.56,22.94,20.68,23.59
MALEATO DE ASENAPINA,03.560.974/0001-18,SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA,1017101880049,7897572003613,SAPHRIS,10 MG COM SUBL CT BL AL X 20  ,N05A1 - ANTIPSICOTICOS ATIPICOS,171.17,194.51,206.23,206.23,207.48,207.48,208.75,208.75,213.97
MALEATO DE BRONFENIRAMINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS S.A,1057302310133,7896658007996,DECONGEX PLUS,12 MG + 15 MG COM REV LIB PROG CT BL AL PLAS INC X 100 (EMB MULT),R01B0 - PREPARACOES SISTEMICAS NASAIS,128.89,148.31,158.26,142.89,159.33,143.75,160.41,144.63,164.9
MALEATO DE DEXCLORFENIRAMINA,57.507.378/0003-65,EMS S/A,1023505590081,7896004704999,MALEATO DE DEXCLORFENIRAMINA,"0,4 MG/ML SOL OR CT FR PLAS AMB X 120 ML + COP",R06A0 - ANTI-HISTAMINICOS SISTEMICOS,11.13,12.81,13.68,12.35,13.77,12.41,13.86,12.5,14.24
MALEATO DE ENALAPRIL,02.501.297/0001-02,PHARLAB INDUSTRIA FARMACEUTICA S.A.,1410700240037,7898216360215,ENAPLEX,10 MG COM CT ENV AL POLIET X 30,C09A0 - INIBIDORES DA ECA PUROS,15.58,17.7,18.76,18.76,18.88,18.88,18.99,18.99,19.46
MALEATO DE ERGOMETRINA,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097401690014,7896241232132,ERGOTRATE,"0,2 MG COM CT BL AL PLAS INC X 12",G02A0 - INDUTORES DO PARTO INCLUINDO OXITOCINAS,6.11,6.94,7.37,7.37,7.41,7.41,7.45,7.45,7.63
MALEATO DE FENIRAMINA,03.485.572/0001-04,GEOLAB INDUSTRIA FARMACEUTICA S/A,1542301930018,7899095244023,CLORIDRATO DE NAFAZOLINA+MALEATO DE FENIRAMINA,"0,25 MG/ML +3 MG/ML SOL OFT CT FR GOT PLAS TRANS X 10 ML ","S01G5 - DESCONGESTIONANTES OFTALMOLOGICOS, SIMPATICOMIMETICOS",4.63,5.32,5.68,5.13,5.72,5.16,5.76,5.18,5.92
MALEATO DE FLUVOXAMINA,56.998.701/0001-16,ABBOTT LABORATORIOS DO BRASIL LTDA,1055303520011,7896255766722,LUVOX,100 MG COM REV CT BL AL PLAS INC X 15 ,N06A4 - ANTI-DEPRESSIVOS SSRI,94.68,107.6,114.07,114.07,114.76,114.76,115.46,115.46,118.35
MALEATO DE INDACATEROL,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006810730094,7896261019805,ONBRIZE,150 MCG CAP PO INAL CT BL AL/AL X 60 + 1 INALADOR,R03A3 - ANTIASMATICOS/DPOC AGONISTAS B2 LONGA ACAO INALANTE,217.5,247.15,262.04,262.04,263.63,263.63,265.24,265.24,271.87
MALEATO DE LEVOMEPROMAZINA,48.396.378/0001-82,UCI - FARMA INDUSTRIA FARMACEUTICA LTDA,1055001660031,7897655042621,MEPROZIN,100 MG COM REV CT BL AL PLAS AMB X 20 ,N05A9 - ANTIPSICOTICOS CONVENCIONAIS,17.31,19.67,20.86,20.86,20.99,20.99,21.11,21.11,21.64
MALEATO DE MEPIRAMINA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,1781700930074,7896094907324,ENGOV,15 MG + 150 MG +150 MG + 50 MG COM CT ENV AL POLIET X 24,A02A6 - ANTIACIDOS COM OUTROS FARMACOS,17.1,19.69,21.01,18.97,21.15,19.08,21.29,19.2,21.88
MALEATO DE METILERGOMETRINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800760012,7896261002487,METHERGIN,"0,125 MG DRG CT BL AL PLAS INC X 12",G02A0 - INDUTORES DO PARTO INCLUINDO OXITOCINAS,6.91,7.85,8.34,8.34,8.38,8.38,8.43,8.43,8.64
MALEATO DE MIDAZOLAM,60.665.981/0001-18,UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,1049702040094,7896006244929,DORMIUM,15 MG COM CT BL AL PLAS INC X 30,N05B1 - HIPNOTICOS E SEDATIVOS NAO BARBITURICOS PUROS,45.23,51.4,54.5,54.5,54.83,54.83,55.16,55.16,56.54
MALEATO DE PIMETIXENO,46.741.922/0001-50,LABORATORIO SINTERAPICO INDUSTRIAL FARMACEUTICO LTDA,1044501240011,7898168731194,SONIN,"0,10 MG/ ML XPE CT FR VD AMB X 120 ML",N05B1 - HIPNOTICOS E SEDATIVOS NAO BARBITURICOS PUROS,7.73,8.78,9.32,9.32,9.37,9.37,9.43,9.43,9.66
MALEATO DE TIMOLOL,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006808840015,7898088360849,NYOLOL GEL,"1,37 MG/ML GEL OFT CT FR PLAS TRANS GOT X 5 ML",S01E2 - PREPARACOES ANTIGLAUCOMAS E MIOTICAS TOPICAS,33.83,38.45,40.75,40.75,41,41,41.25,41.25,42.29
MALEATO DE TRIMEBUTINA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,1558404530035,7896714259345,NEOGEDRAT,200 MG CAP GEL MOLE CT BL AL PLAS INC X 30,A03F0 - GASTROPROCINETICOS,37.51,43.16,46.05,41.58,46.38,41.83,46.68,42.1,47.98
MANITOL,02.281.006/0001-00,ISOFARMA INDUSTRIAL FARMACEUTICA LTDA,1517000260012,7898361700973,ISOFARMA - SOLUCAO DE MANITOL,200 MG/ML SOL INJ IV CX BOLS PLAS INC X 250 ML SIST FECH,C03A9 - OUTROS DIURETICOS,13.38,15.21,16.13,16.13,16.23,16.23,16.33,16.33,16.74
MARAVIROQUE,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010702830014,7896015522827,CELSENTRI,150 MG COM REV CT AL PLAS INC X 30,"J05C4 - ANTIVIRAIS HIV, INIBIDORES DE ENTRADA",1318.09,1497.82,1588.05,1588.05,1597.67,1597.67,1607.42,1607.42,1647.61
MEBENDAZOL,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA,1438100980013,7896523207933,MEBENDAZOL,100 MG COM CT BL AL PLAS INC X 6,P01B0 - ANTI-HELMINTICOS EXCETO ESQUISTOSSOMICIDAS (P1C),4.1,4.73,5.05,4.56,5.08,4.59,5.12,4.62,5.26
MEBUTATO DE INGENOL,11.424.477/0001-10,LEO PHARMA LTDA,1856900050014,5702191008524,PICATO,"150 MCG/G GEL CT 3 BG PLAS LAM X 0,47G ",L01H0 - INIBIDORES DE PROTEINA QUINASE,219.89,253.02,270,243.77,271.83,245.25,273.67,246.74,281.33
MECLOZINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,1011801650063,7896637023115,MECLIN,25 MG COM CT 1 BL AL PLAS INC X 15,A04A9 - OUTROS ANTIEMETICOS E ANTINAUSEANTES,16.27,18.73,19.98,18.04,20.11,18.15,20.25,18.26,20.82
MELFALANA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010701760055,7896269901027,ALKERAN,2 MG COM REV CT FR VD AMB X 25,L01A0 - AGENTES ANTINEOPLASICOS ALQUILANTES,47.07,53.49,56.71,56.71,57.05,57.05,57.4,57.4,58.84
MELOXICAM,44.734.671/0001-51,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.,1029802890141,7896676422368,BIOFLAC,15 MG COM CT BL AL/AL X 5,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,18.48,21,22.26,22.26,22.4,22.4,22.53,22.53,23.1
MENOTROPINA,74.232.034/0001-48,LABORATORIOS FERRING LTDA,1287600110056,7896165600604,MENOPUR,1200UI PO LIOF INJ CT 1 FA VD INC + 2 SER PRE ENV DIL 1 ML + 18 SER,G03G0 - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULACAO,1807.42,2053.88,2177.61,2177.61,2190.81,2190.81,2204.16,2204.16,2259.27
MERCAPTOPURINA,02.433.631/0001-20,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,1376401330014,7895858007348,PURINETHOL,50 MG COM CT FR VD AMB X 25,L01B0 - AGENTES ANTINEOPLASICOS ANTIMETABOLITOS,100.19,113.84,120.71,120.71,121.43,121.43,122.18,122.18,125.24
MEROPENEM TRI-HIDRATADO,05.439.635/0001-03,ANTIBIOTICOS DO BRASIL LTDA,1556200190086,7898911244223,MEROPENEM,1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML + DIL BOLS FLEX SIST FECH X 100 ML,J01P2 - CARBAPENEMES E PENEMES,198.91,226.03,239.65,239.65,241.1,241.1,242.56,242.56,248.63
MESALAZINA,74.232.034/0001-48,LABORATORIOS FERRING LTDA,1287600020170,7896165600772,PENTASA,1G COM LIB PROL OR CT BL AL/AL X 60,A07E0 - AGENTES ANTIINFLAMATORIOS INTESTINAIS,695.92,790.81,838.45,838.45,843.54,843.54,848.68,848.68,869.9
MESILATO DE BROMOCRIPTINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800170101,7896261002678,PARLODEL,"2,5 MG COM CT BL AL/AL X 14",G02D0 - INIBIDORES DA PROLACTINA,46.91,53.31,56.51,56.51,56.86,56.86,57.21,57.21,58.63
MESILATO DE CODERGOCRINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006800640033,7896409700213,HYDERGINE,"4,5 MG COM CT BL AL PLAS INC X 14","C04A1 - VASOTERAPEUTICOS CEREBRAIS E PERIFERICOS, EXCLUINDO ANTOAGONISTAS DE CALCIO COM ACAO CEREBRAL",66.09,75.11,79.64,79.64,80.13,80.13,80.61,80.61,82.63
MESILATO DE DABRAFENIBE,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010703190019,7896015528393,TAFINLAR,50 MG CAP DURA CT FR PLAS OPC X 28,L01H0 - INIBIDORES DE PROTEINA QUINASE,4985.85,5737.18,6121.92,5527.26,6163.27,5560.76,6205.17,5594.67,6378.71
MESILATO DE DESFERROXAMINA,44.734.671/0001-51,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.,1029803750017,7896676416114,MESILATO DE DESFERROXAMINA,500 MG PO LIOF CT 5 FA VD INC + 5 AMP DIL VD INC X 5 ML,V03F0 - AGENTES FERRO-QUELANTES,164.23,186.63,197.87,197.87,199.07,199.07,200.29,200.29,205.29
MESILATO DE DIIDROERGOCRISTINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS S.A,1057300320121,7896658002328,ISKEMIL,6 MG CAP GEL CT 2 BL X 10,"C04A1 - VASOTERAPEUTICOS CEREBRAIS E PERIFERICOS, EXCLUINDO ANTOAGONISTAS DE CALCIO COM ACAO CEREBRAL",93.63,106.41,112.81,112.81,113.5,113.5,114.19,114.19,117.05
MESILATO DE DOXAZOSINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,1011801230013,7896637022750,UNOPROST,1 MG COM CT 2 BL AL PLAS INC X 10,C02A2 - ANTI-HIPERTENSIVOS PURO-ACAO PERIFERICA,36.94,41.97,44.5,44.5,44.76,44.76,45.04,45.04,46.16
MESILATO DE FENTOLAMINA,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA,1438100640026,7896523206257,VIGAMED,40 MG COM CT BL AL PLAS INC X 2,G04E9 - OUTROS PRODUTOS PARA DISFUNCAO ERETIL,29.12,33.5,35.75,32.28,35.99,32.47,36.24,32.67,37.26
MESILATO DE RASAGILINA,05.333.542/0001-08,TEVA FARMACEUTICA LTDA.,1557300330023,7898919602377,AZILECT,1 MG COM CT BL AL/AL X 10,N04A0 - AANTIPARKINSONIANOS,48.36,55.65,59.38,53.61,59.78,53.94,60.19,54.27,61.88
MESTEROLONA,18.459.628/0001-15,BAYER S.A.,1705600570021,7891106906036,PROVIRON,25 MG COM CT BL AL PLAS INC X 20,"G03B0 - ANDROGENOS EXCLUINDO G3E, G3F",19.84,22.55,23.9,23.9,24.04,24.04,24.19,24.19,24.8
METILDIGOXINA,46.741.922/0001-50,LABORATORIO SINTERAPICO INDUSTRIAL FARMACEUTICO LTDA,1044501290017,7898168731262,LANITOP,"0,1 MG COM CT 1 BL AL PLAS INC X 30",C01A1 - CARDIOGLICOSIDEOS PUROS,6.59,7.49,7.95,7.95,7.99,7.99,8.05,8.05,8.25
METILDOPA,02.433.631/0001-20,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,1376401170017,78958580005917,ALDOMET,250 MG COM REV CT BL AL PLAS INC X 30,C02A1 - ANTI-HIPERTENSIVOS PURO-ACAO CENTRAL,25.01,28.42,30.12,30.12,30.32,30.32,30.5,30.5,31.26
METILPREDNISOLONA,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097401180016,7896241264843,ALERGOLON,4 MG COM CT BL AL PLAS INC X 21,H02A2 - CORTICOSTEROIDES ORAIS PUROS,31.22,35.92,38.33,34.6,38.59,34.81,38.85,35.03,39.93
METILSULFATO DE NEOSTIGMINA,58.430.828/0001-60,BLAU FARMACEUTICA S.A.,1163701340010,7896014683451,METILSULFATO DE NEOSTIGMINA,"0,5 MG/ML SOL INJ CT AMP VD TRANS X 1 ML",N07X0 - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,0.65,0.73,0.77,0.77,0.79,0.79,0.79,0.79,0.8
METOCLOPRAMIDA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,1134300520057,7898123902256,NOVOSIL,10 MG COM CT 25 BL AL PLAS INC X 20,A03F0 - GASTROPROCINETICOS,180.01,207.13,221.03,199.56,222.52,200.76,224.03,201.99,230.3
METOTREXATO,55.980.684/0001-27,ZODIAC PRODUTOS FARMACEUTICOS S/A,1221400180074,7892953101865,TECNOMET,"2,5 MG COM CT 2 BL AL PLAS AMB X 10",L01B0 - AGENTES ANTINEOPLASICOS ANTIMETABOLITOS,22.45,25.52,27.05,27.05,27.22,27.22,27.39,27.39,28.08
METOXISALENO,61.186.136/0001-22,VALEANT FARMACEUTICA DO BRASIL LTDA,1057500660025,7898168006445,OXSORALEN,10 MG CAP GEL MOLE CT FR VD AMB X 30,D05B0 - ANTIPSORIASE SISTEMICOS,84.48,96,101.78,101.78,102.4,102.4,103.02,103.02,105.59
METRONIDAZOL,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,1558401370037,7896714200545,NEOMETRODAZOL,250 MG COM CT BL AL PLAS INC X 20,G01A1 - TRICOMONICIDAS SISTEMICOS,11.65,13.24,14.05,14.05,14.13,14.13,14.21,14.21,14.57
MICOFENOLATO DE MOFETILA,33.009.945/0001-23,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,1010005390020,7896226501284,CELLCEPT,500 MG COM REV CT  BL AL PLAS OPC X 50,L04X0 - OUTROS IMUNOSSUPRESSORES,874.99,994.31,1054.21,1054.21,1060.6,1060.6,1067.06,1067.06,1093.75
MICOFENOLATO DE SODIO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006808970040,7896261007802,MYFORTIC,180 MG COM REV CT BL AL/AL X 120,L04X0 - OUTROS IMUNOSSUPRESSORES,1023.61,1163.19,1233.26,1233.26,1240.74,1240.74,1248.3,1248.3,1279.5
MICONAZOL,51.780.468/0001-87,JANSSEN-CILAG FARMACEUTICA LTDA,1123600240038,7896212400004,DAKTARIN,20 MG/G GEL OR CT BG AL X 40 G,A01B0 - ANTIFUNGICOS ORAIS TOPICOS,26.72,30.36,32.2,32.2,32.39,32.39,32.58,32.58,33.4
MIFAMURTIDA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,1063902700026,7896641809842,MEPACT,4 MG PO LIOF INJ CX 1 FA VD TRANS X 50 ML + 1 FILTRO ESTERIL,L03A9 - OUTROS AGENTES IMUNOESTIMULANTES EXCETO INTERFERONAS,15394.65,17714.53,18902.48,17066.35,19030.13,17169.8,19159.53,17274.48,19695.37
MIGLUSTATE,05.240.939/0001-47,ACTELION PHARMACEUTICALS DO BRASIL LTDA,1553800020012,7640111930365,ZAVESCA,100 MG CAP GEL DURA CT BL AL PVC X 90,A16A0 - OUTROS PRODUTOS PARA O APARELHO DIGESTORIO E METABOLISMO,24314.63,27630.25,29294.73,29294.73,29472.27,29472.27,29651.98,29651.98,30393.29
MINOXIDIL,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,1021601710027,7891268104615,LONITEN,10 MG COM CT BL AL PLAS INC X 30,C02A2 - ANTI-HIPERTENSIVOS PURO-ACAO PERIFERICA,42.07,47.8,50.68,50.68,51,51,51.3,51.3,52.59
MIRABEGRONA,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA.,1771700090036,7899337000585,MYRBETRIC,25 MG COM REV LIB PROL CT BL AL/AL X 30,G04D4 - PRODUTOS PARA INCONTINENCIA URINARIA,106.12,122.12,130.29,117.65,131.18,118.35,132.07,119.08,135.77
MIRTAZAPINA,03.560.974/0001-18,SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA,1017100770142,7897572001435,REMERON,15 MG COM ORODISPERSIVEIS CT BL AL X 30,N06A9 - ANTI-DEPRES.TOD.OUTROS,99.34,112.89,119.69,119.69,120.42,120.42,121.16,121.16,124.18
MISOPROSTOL,08.939.548/0001-03,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,1155700440053,7896685301388,PROSTOKOS,200 MCG COM VAG CT BL AL PLAS INC X 50,G02A0 - INDUTORES DO PARTO INCLUINDO OXITOCINAS,1785.35,2054.4,2192.15,1979.23,2206.96,1991.21,2221.97,2003.36,2284.11
MITOTANO,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,1018001190022,7896016800702,LISODREN,500 MG COM CT FR VD AMB X 100,L01X9 - TODOS OS OUTROS ANTINEOPLASICOS,1280.78,1455.43,1543.11,1543.11,1552.45,1552.45,1561.92,1561.92,1600.98
MOCLOBEMIDA,13.651.943/0001-26,MEDA PHARMA IMPORTACAO E EXPORTACAO DE PRODUTOS FARMACEUTICOS LTDA.,1929800010028,4019338603032,AURORIX,150 MG COM REV CT BL AL PLAS INC X 30,N06A9 - ANTI-DEPRES.TOD.OUTROS,79.84,91.88,98.04,88.5,98.69,89.04,99.36,89.58,102.14
MODAFINILA,61.230.314/0001-75,LIBBS FARMACEUTICA LTDA,1003301450031,7896094208087,STAVIGILE,100 MG COMP CT BL AL PLAS INC X 10,N06B0 - PSICOESTIMULANTES,31.41,35.69,37.85,37.85,38.07,38.07,38.31,38.31,39.26
MOFETILA,44.734.671/0001-51,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.,1029804320016,789667642,MOFECELL,500 MG COM REV CT BL AL PLAS TRANS X 10,L04X0 - OUTROS IMUNOSSUPRESSORES,148.83,169.13,179.32,179.32,180.39,180.39,181.5,181.5,186.04
MONONITRATO DE ISOSSORBIDA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356900340029,7894916550000,CINCORDIL,20 MG COM CT BL AL PLAS INC X 30 ,C01E0 - NITRITOS E NITRATOS,10.35,11.78,12.48,12.48,12.55,12.55,12.64,12.64,12.95
MONTELUCASTE,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA  LTDA,1002900050081,7897337706551,SINGULAIR,10 MG CX. 1 BL X 10 CPD,R03J2 - ANTIASMATICOS/DPOC ANTILEUCOTRIENOS SISTEMICOS,34.88,39.63,42.03,42.03,42.28,42.28,42.54,42.54,43.6
MONTELUCASTE DE SODIO,03.485.572/0001-04,GEOLAB INDUSTRIA FARMACEUTICA S/A,1542302230011,7899095241459,UNIAIR,4MG COM MAST CT BL AL/ALX10,R03J2 - ANTIASMATICOS/DPOC ANTILEUCOTRIENOS SISTEMICOS,22.62,25.7,27.25,27.25,27.41,27.41,27.58,27.58,28.27
